Yelp ID,Business name,Average star rating,Price,review_snippets,mean_compound,pct_positive,pct_neutral,pct_negative
SGqE7VmQXLIXRLIZ0w_Cew,Joe & The Juice,3.7,$,5,0.608,80.0,20.0,0.0
m8ETTRP8uk7yCMUUBuAyyQ,Tjili Pop,3.7,$,7,0.607,85.7,14.3,0.0
bcb2J89XxG6JUyh_5wl8Fw,Din Nye Ven,3.9,$,6,0.605,83.3,16.7,0.0
nl8Iyg4g1Cha8Bkz4q-l3Q,Wild Kiwi Pies,4.5,$,7,0.599,85.7,14.3,0.0
fiRsUCtKMmLyWs4NPtMmyg,Cafe Pelikan,3.7,$$,2,0.593,100.0,0.0,0.0
TD4f52PTWIrCOyBYzA2xbA,Alice Ice Cream & Coffee,3.8,$$,7,0.589,85.7,14.3,0.0
sj41EPHz1jc15tAa3wVrCw,Det Rene Brød,4.2,$,4,0.588,75.0,25.0,0.0
4ElB-qBWytF-mDzL8RQdKA,Kompa'9,4.3,$,7,0.588,85.7,14.3,0.0
TkNywlSTNFl7Afd6uI5iMg,Café Sonja,3.3,$,2,0.588,100.0,0.0,0.0
afHh4PKaJIrqIVuN5XsjHw,Ipsen & Co.,4.4,$$,7,0.588,85.7,14.3,0.0
EbslkQXFndj_eK8VIXBVQA,Reinh Van Hauen,4.5,$$,7,0.582,85.7,14.3,0.0
Ek0Y08ljHkAYdxvEUHk7yw,Navnløs Kaffebar,3.9,$$,5,0.582,80.0,0.0,20.0
AAfXw_dm52FxhlhjRFFJ3g,Lagkagehuset,4.4,$$,5,0.58,80.0,0.0,20.0
hTArMBLFPKB5yrIKSglh0g,Shabaz Kaffebar,3.4,$,5,0.579,80.0,20.0,0.0
_E46qEer1pB2IcdYICPYUA,Gravy,4.7,$,5,0.578,100.0,0.0,0.0
GZ52jPGOgaC3cic6QZohSg,Original Coffee,4.2,$,6,0.578,83.3,0.0,16.7
mguMbKPbwIVCjoGkhoyP-w,A.C. Perchs Thehandel,4.1,$$,7,0.577,85.7,14.3,0.0
Y5iGYyaL1XkAvbv1nodvyw,Cafe Europa 1989,3.2,$$,7,0.577,85.7,0.0,14.3
qvuG63s1VKvf2SnWkIp0OA,Cafe 22,3.0,$,7,0.576,85.7,14.3,0.0
RUZ27d0mLsO82xxKIlkeYg,Mirabelle,3.4,$$,7,0.576,71.4,28.6,0.0
-2KIGxyqLwOEl2SExzA9WA,Naturbageriet,4.4,$,7,0.573,85.7,0.0,14.3
lO0ldNuSmyaOhTwmD4hHxw,Konditori La Glace,4.0,$$,7,0.572,85.7,14.3,0.0
xn2t243dVsLR2av-9Fxsrg,Kaffestuen,3.7,$,4,0.57,75.0,25.0,0.0
9Fgyio0jBHWIYcb9kbAPuA,Brødflov,4.5,$,7,0.569,71.4,14.3,14.3
u-SOp3MDuahQFwPfxmNp4Q,Bastard Café,4.4,$,7,0.568,85.7,14.3,0.0
3ct9aTyCyYe3A2xiX1_h8Q,Cafe Norden,4.0,$$,7,0.566,85.7,0.0,14.3
nd3sQ558lwMPKxxaCbEQtA,Café Dalle Valle,2.6,$,3,0.562,100.0,0.0,0.0
Vi_GqXDFpm0k-Esyj1w6ww,Andersen Bakery,4.5,$$,7,0.561,85.7,0.0,14.3
uDzdIyUZ4PNlSS0Xbqj_dA,Zaggi's Coffee,3.7,$,7,0.56,85.7,14.3,0.0
3gBXEcBgoiov0M-S0-NqIg,Original Coffee,4.4,$$,7,0.56,100.0,0.0,0.0
b0uHokeDY7GlU6r0OhOQrg,Restaurant Nytorv,3.4,$,7,0.559,85.7,0.0,14.3
LdjupEZTguDszr2OGyQcvw,Metropolitain,2.6,$$,4,0.558,75.0,25.0,0.0
FXGoGVr4RRs6mR0iYIENmA,Mad & Kaffe,4.3,$,7,0.557,85.7,0.0,14.3
vpmk1OF6Uad2IHzSIg3QuA,Bang og Jensen,3.8,$,7,0.557,85.7,0.0,14.3
oIIXJgtP23of0HsYZ8dDzw,Nespresso,4.0,$$$,4,0.556,100.0,0.0,0.0
Ff2dDJtV_p5lbqXwh8MmCQ,Cafe Bjørg's,2.8,$$,5,0.556,80.0,20.0,0.0
DWHWrI-alm85EHXJYYAoqg,Lagkagehuset,4.0,$$,7,0.554,100.0,0.0,0.0
ZaaVHy1iJGpypS-6xBkSBQ,Prolog Coffee Bar,4.8,$,7,0.554,85.7,0.0,14.3
dFUZTboFyZMZFn5Gk_TikQ,Original Coffee,4.4,$,7,0.547,100.0,0.0,0.0
vox1A9-xVbxTm-5fs_pF7Q,Café G,3.3,$$,7,0.545,85.7,0.0,14.3
q8Zdnyu4l_az04b_nxT38Q,Kafe Kys,3.8,$,7,0.544,85.7,0.0,14.3
bEodOkIJZ6I3UKDWKZNdZw,Carlton Cafe,3.4,$$,7,0.543,85.7,14.3,0.0
Vvpc_3sX6M6wsG6_9jwylw,Christianshavns Bådudlejning og Café,4.2,$$,7,0.543,85.7,14.3,0.0
I6ZCKRIwbm1DBi6mJCZ-ZA,Sonny,4.1,$,6,0.542,83.3,0.0,16.7
ck_7nu7Hem_RijPlWZmExQ,Café Plenum,3.5,$$,7,0.54,100.0,0.0,0.0
C3iuuGLleR-v0ShSfuLaew,Forloren Espresso,4.3,$,7,0.54,85.7,0.0,14.3
-YPMhMUkozKtCnqMMkgccQ,Meyers Bageri,4.5,$,7,0.539,85.7,14.3,0.0
h5e0P3dUhwFJ-HYogPaVWw,La Banchina,4.7,$,7,0.539,71.4,28.6,0.0
ljI0SE6MHLv12IsmhqGzSw,Kaffehuset 44,3.9,$,6,0.533,83.3,0.0,16.7
UMMR2DwXsktGJjkl8oVVfQ,Kaffebaren,3.5,$,3,0.53,66.7,0.0,33.3
TUXhPCybQ6e63f-jHiCM6w,Mellemrummet,4.1,$,1,0.53,100.0,0.0,0.0
pOVvdV-E1_zYxocX-oJubA,Resso Espressobar,4.1,$,5,0.526,80.0,0.0,20.0
n9x5MfdRCP2TEQrrI_YAGA,Ehlers Bageri,4.0,$$,4,0.526,100.0,0.0,0.0
7WBAoA6kAoHrjcPE62cb4g,Lagkagehuset,4.2,$$,7,0.523,85.7,0.0,14.3
ec-BcKj-bnWEFUajWj5d6A,Elly's Kaffebar,4.3,$,2,0.52,100.0,0.0,0.0
2xw3NB1EOZhRvAy1-LXasQ,Ingolfs Kaffebar,4.2,$$,7,0.519,85.7,0.0,14.3
e4lyFs7Gn413UhKzd5f59A,Atelier September,3.8,$,7,0.518,71.4,14.3,14.3
GPXzvVZc8YFvmf4XhYfy0g,Ny Carlsberg Glyptotek,4.3,$,7,0.518,85.7,0.0,14.3
v1oDJdUby3aQtK05aCYRiA,Kvickly,2.7,$$,2,0.518,100.0,0.0,0.0
aR7GDlXFrNVVB91ECzqUSA,Sweet Treat,4.4,$,7,0.514,85.7,0.0,14.3
os0XTO19CPxHcwwS2PWGkw,Rist Kaffebar,3.7,$,7,0.512,71.4,0.0,28.6
bY-8ef7mYvDYCno33DyIDQ,Sankt Peders Bageri,4.5,$,7,0.511,85.7,14.3,0.0
vWS4-AbfmGO2zo696qHw2Q,Bageriet Brød,4.5,$,7,0.509,71.4,14.3,14.3
spVkora36exmMh8dQMhdzw,Café Katz,3.4,$,7,0.508,71.4,14.3,14.3
ZlLT74kmbvSjIvRfHlzDfA,Starbucks,3.0,$,1,0.507,100.0,0.0,0.0
7qf7SCTGW9TWT9NaRQMrJQ,Le Kaff,4.3,$$,6,0.5,100.0,0.0,0.0
qUxZ4QzGLK6GS93WlmGA-Q,Amadeus,3.8,$$,5,0.497,80.0,0.0,20.0
cVGIbeM0NpJBJUsA9dMntQ,Emmerys,4.1,$$,7,0.496,71.4,14.3,14.3
QRbniHRSwDwU1-WyjFbW3Q,Barbar Bar,3.4,$$,6,0.495,83.3,0.0,16.7
kYHyKpWkw3jjLFk0evJUEA,Henckell,3.8,$,1,0.494,100.0,0.0,0.0
LQEIWY1mhHHp85hpKBuC8Q,Café Phenix,2.9,$$,1,0.493,100.0,0.0,0.0
UbmWzeUsG5p3xckOPU0inA,Djuus Copenhagen,4.6,$,7,0.492,71.4,0.0,28.6
hijTSfwFhF3sdl5uOqGn3A,Meyers Bageri,4.4,$$,7,0.49,85.7,0.0,14.3
PeQiEJYc3c2WV-EBjWF6Fg,Café Bankeråt,3.7,$$,7,0.487,71.4,28.6,0.0
GSl-inRBRlaZP7Olcn-PKQ,Café Victor,3.3,$$$,7,0.484,71.4,28.6,0.0
qoyOYu2GSrvV2he-9w0v6Q,Grannys House,4.1,$$,7,0.477,71.4,28.6,0.0
dya3sdg-OjlETrGPcAwJrw,Apropos,3.6,$,7,0.476,71.4,28.6,0.0
V3kc4zqGG65LV339CNXZWg,Café Emil,2.4,$$,1,0.475,100.0,0.0,0.0
ZWhv7KIu8GlQ_Q7xiOoHWA,Rosetta Østerbro,4.1,$,3,0.469,66.7,33.3,0.0
NLoWaqF9fm0fH1Bsb27Krg,Espresso House,3.0,$,7,0.468,85.7,0.0,14.3
fSlBRJfrqvBzT5M7gchuTA,Fovl,3.8,$,3,0.461,66.7,33.3,0.0
zX8pY959_v1vNARSJIncAA,Lagkagehuset,3.8,$$,3,0.459,100.0,0.0,0.0
k-v2QFk3AMas3aDPQL1K5A,Café Blågårds Apotek,3.6,$,4,0.457,75.0,25.0,0.0
IWVvfOw8NaE8XtJspN6wdg,Café Rosa,4.2,$$,7,0.457,71.4,28.6,0.0
cyTbsCml0nPhjBnE5p6B8w,Kafferiet,4.0,$,7,0.456,100.0,0.0,0.0
ZXjdJes0jZ9IlslhIZMl-Q,Café Munk,3.6,$$,7,0.454,71.4,14.3,14.3
IyQN2So1cC1kY1ZpaDocRw,Big Apple,4.0,$,7,0.452,71.4,0.0,28.6
BLsYalw2vPyoD1k3W-9nKg,Brødkunsten,4.4,$$,4,0.451,75.0,0.0,25.0
TnOTTLBrCr07D6NMksjuZg,Kaffeplantagen,3.2,$$,2,0.45,100.0,0.0,0.0
tmytR2cxCKV4S1GnxQIaUQ,The Laundromat Cafe,3.6,$$,7,0.449,57.1,28.6,14.3
gKcbzyXPw1HBdkElD62tYA,Overfor,3.2,$$,3,0.447,100.0,0.0,0.0
KLr-Wu7PP1OnOfT9E1J6Pw,Pixie,3.2,$$,7,0.445,71.4,14.3,14.3
_8EvYM5dMATONGKy_zTivA,Kaffestuen Vesterbro,3.6,$,7,0.443,71.4,14.3,14.3
sE-P664Xu7ttCMvRVG-fZA,The Garden Café,4.3,$$,3,0.442,66.7,0.0,33.3
Oebon5OZBubs2dtM6q2Ifw,Kaffekilden,3.7,$,7,0.441,71.4,0.0,28.6
waF42OQ2hJe3OhXzCEGFEA,Riccos Kaffebar,4.0,$$,1,0.44,100.0,0.0,0.0
4pWCg0dHlV1kNfzS302myg,Lauras Bakery,3.6,$$,7,0.439,71.4,14.3,14.3
aXxSSoK0RO0q8phuSsaCEg,Kaffesalonen,3.3,$,7,0.434,71.4,14.3,14.3
s0bNk8iebNRVAADYpE5fZw,Cafe Gavlen,3.8,$,7,0.43,85.7,0.0,14.3
xJbWptJcgbSm8UFOeoYekQ,Riccos Kaffebar,3.4,$$,2,0.429,100.0,0.0,0.0
Bs_EhkExJxKN9FO6biTAxA,The Laundromat Cafe,3.8,$,7,0.424,85.7,0.0,14.3
y8e61m7aZpF6Qs2kgpXXQQ,Den Franske Cafe,2.6,$$,7,0.418,85.7,0.0,14.3
wiII1FCVP_8-83jymgD1_Q,Coffee No24,3.8,$,2,0.418,50.0,50.0,0.0
HT7q63r5vv65LdFKrbHCPg,Promenaden,2.9,$$$$,5,0.412,80.0,0.0,20.0
ptJCyB4SgcNVo_4tCeUbig,Cafe Bopa,2.8,$$,7,0.412,71.4,14.3,14.3
jlrm_wj5-NHbRS_fmfxECw,Studenterhuset,3.3,$,7,0.403,71.4,28.6,0.0
zc72CD34LnHm4NJPik_qgw,Emmerys,3.7,$$$,1,0.402,100.0,0.0,0.0
neYYzjcgcjKChGJ5tjbC2Q,Mokkariet Odensegade,3.7,$$,1,0.382,100.0,0.0,0.0
mW4xlK8PqI1QuIyZBYOdzQ,Hoppes Café & Bar,2.8,$,7,0.382,57.1,28.6,14.3
cOUwptcU2Y7vJ1cdwDQIyw,Meyers Deli,3.5,$$,7,0.379,71.4,0.0,28.6
niCkFlWZq-ptrOim7eSLhw,Harbo Bar,3.7,$,6,0.378,66.7,16.7,16.7
KAxYRu7aVPpDc7z-OmLHtQ,Cafe Svejk,3.7,$$,4,0.359,75.0,0.0,25.0
mhCeEn6m6YD-lW-0Zbag6Q,Cafe Oven Vande,2.7,$$,7,0.357,57.1,42.9,0.0
RA1Fp5js736zWDaEonuvHg,Bager Bosse,3.5,$$,4,0.344,75.0,0.0,25.0
CHOjNliJkzW1hy-CkX817w,Joe & The Juice,3.3,$,7,0.342,71.4,0.0,28.6
KkPhfM_XDpYCQMBJKOaAOg,Møller Kaffe & Køkken,3.9,$$,7,0.341,71.4,14.3,14.3
SYkjYU8DMBtYa9dJ-wtyQA,Kaffekontoret,4.0,$,1,0.34,100.0,0.0,0.0
sfvN2ZYKRp5pd8VwncGA2A,ReTREAT,4.2,$,3,0.34,66.7,33.3,0.0
t6h46kgIfkH9am8WkbIqrw,Bertels Kager,4.2,$,7,0.339,71.4,0.0,28.6
WaL7si0-r9kCxtLmXX5-Fw,Brioche Dorée,4.1,$,7,0.334,71.4,14.3,14.3
9pC1gYB9ZtbNdV7z7Z9WDw,The Coffee Collective,4.2,$,7,0.332,57.1,28.6,14.3
lAhqfnubTLESa8d52PmrXw,Tante T,4.2,$$,6,0.329,66.7,0.0,33.3
e-61Zm0tMWlrrdCjXlHkLg,The Corner at 108,3.6,$$,7,0.328,57.1,28.6,14.3
AHGmCj2GxIqRNDaXoHoOIQ,Cafe Under Elmene,3.5,$$,3,0.328,66.7,33.3,0.0
lfVRDQ11jI1AM2_-kIWVEw,Blue Bike Café,4.0,$,7,0.326,57.1,28.6,14.3
TtQAlQeuHZEBcs9xT55x9A,Cafe Viking,4.4,$$,2,0.32,50.0,0.0,50.0
U9ErXY8e57UyG09ilhX4BQ,Kaffehuset 183,3.0,$,2,0.317,50.0,0.0,50.0
1rWQO4JWlAgI-hEo2CVhTw,Købenkaffe,4.5,$,2,0.313,50.0,0.0,50.0
MLRw97gDKx0oFlPdkNp3nA,Café Mandela,3.5,$$,7,0.304,71.4,14.3,14.3
rg9Ll_VIrdXe69cW6LWtIg,Andersen & Maillard,4.4,$,7,0.295,57.1,14.3,28.6
E7Ojuaps7fl1aQ445A_58Q,Cafe Dalle Valle,2.5,$,7,0.295,71.4,14.3,14.3
D9GzTfjYwZedreREtS_Ceg,Café Spicy Kitchen,3.3,$,7,0.294,71.4,0.0,28.6
D5dHjUgndnw2GZ7AYmczng,Streckers,2.3,$,2,0.29,100.0,0.0,0.0
xu-GVpxHCkt_DOEUollxhw,Joe & The Juice,3.2,$$,7,0.288,57.1,28.6,14.3
H7Uh33foR--F7EdZ88JyoQ,Meyers Deli,3.2,$,7,0.284,71.4,0.0,28.6
j913tP1GGtvo-7DeIWXSOg,Kafe Kapers,2.9,$$,7,0.283,57.1,14.3,28.6
vkDyVuU6vtK-Fp2WXPWvoA,Cafe Phister,3.3,$,2,0.282,50.0,50.0,0.0
BFRwFEN6pV75jpxGEpjcXA,Taxa,3.2,$$,7,0.277,57.1,28.6,14.3
CsyNdYW4nWLn2weNWnELMg,Bodenhoffs Bageri,3.9,$$,2,0.273,50.0,0.0,50.0
4bzk5S50TVF290eKV9Pjqw,MJ Coffee,3.1,$$,7,0.269,71.4,0.0,28.6
ZYDYHx028Y1n3H9WZfpq_g,Cafe Delight,3.0,$,2,0.262,50.0,0.0,50.0
S2qFCsgDTSeEWLi1HlLGBQ,Lagkagehuset,3.4,$,7,0.26,71.4,14.3,14.3
QcK5ItYdldNXL-kT1tRpDA,Kösem,3.2,$,7,0.259,71.4,0.0,28.6
-RuT5X850z3Okv2Yuia6zQ,Frenchy,3.9,$$,7,0.258,57.1,14.3,28.6
bFBXHU9ntmW8oZxm5srrJw,Sunshine Bakery,3.6,$,2,0.251,50.0,50.0,0.0
vts_cYq05-w_sHfyO1t4oA,Det Rene Brød,4.0,$$,5,0.247,40.0,20.0,40.0
hRCFxHHz-GbPKg9cUMGZlg,Wulff og Konstali Food Shop,4.1,$$,6,0.246,66.7,0.0,33.3
ERd_bqdduHNfvatvJkP3dQ,Byens Bogcafé,4.5,$$,1,0.226,100.0,0.0,0.0
sPg-ri76kcnoAohx5XYZlQ,Cafe Rabes Have,4.4,$,3,0.219,33.3,66.7,0.0
NUs_YVTTto34EgBQcinuZg,Resso Espressobar,4.3,$,2,0.212,50.0,50.0,0.0
--bLPwlomL_UuGoPqG6NRA,Bryggens Spisehus,3.5,$,2,0.211,50.0,50.0,0.0
i-maIPuvj6iVwdgifhcyWg,Cafe Vivaldi,2.8,$$,7,0.209,57.1,14.3,28.6
7jac67ESPveYle-m5cgZDA,Conditori & Cafe H.C. Andersen,3.4,$$,3,0.207,66.7,0.0,33.3
JQeNrkSuZeP4w6jBjdo_MA,Cake My Day,4.3,$$,1,0.202,100.0,0.0,0.0
yOeeSvM1iAhhnUDh9yc5DQ,Krejl & Kaffe,4.0,$$,1,0.197,100.0,0.0,0.0
mseeAF1LP73pXY9z7JlrBA,Is à Bella,4.8,$,2,0.194,50.0,0.0,50.0
h167hNgVPVyqGTnXL6bRcA,Café Viggo,3.6,$$,6,0.163,50.0,16.7,33.3
0NQAVDJgsDggDGjGbcCHLA,The á la Menthe,3.7,$,4,0.126,50.0,0.0,50.0
gV5URnf-dXSgxxYvMDZchw,Bagerdygtigt,3.1,$,1,0.115,100.0,0.0,0.0
CHiLHTCTQtVRyCjT-YLLQQ,Café Alma,3.2,$$,7,0.114,42.9,28.6,28.6
pbiwjidhHNQ5FWguqDH4pQ,Cafe Emma,1.8,$$,7,0.11,42.9,28.6,28.6
pmvk-FYYpIF3XVzpDPhKDA,Cafe Leo,3.7,$,3,0.106,33.3,33.3,33.3
pPJz_9cn_BSIzwH7rg1Odw,Hermod Bodega,4.0,$,1,0.101,100.0,0.0,0.0
qByXgaN_64t8Xfug601rmQ,Zalt,3.0,$$,7,0.051,28.6,42.9,28.6
m8KhjtGQ-WJvb-hOcYRsWQ,Café Altanen,3.6,$,1,0.0,0.0,100.0,0.0
ktIQmXdTPaTyxn5pbWHmMQ,Lagkagehuset,3.7,$$$,1,0.0,0.0,100.0,0.0
yT80bot_avHqmaQ-S1us1g,Café AE,3.3,$,1,0.0,0.0,100.0,0.0
p47HZUtWucx_YLne3FgTsA,Cafe Le Rouge,3.5,$,1,0.0,0.0,100.0,0.0
o85kK2jYE8ILADGBif6Ckw,August B,3.7,$,1,0.0,0.0,100.0,0.0
u1O_f6ZScBWnKBIAyXEX8w,Månefiskeren,4.1,$,1,0.0,0.0,100.0,0.0
FvUnTkHx4hGPCc7m67Kj_w,Basement BB,1.5,$$$,1,0.0,0.0,100.0,0.0
rrQhUbBCbZEkdmrAluVM0Q,Jægersborggade,3.7,$$$,1,0.0,0.0,100.0,0.0
_JXzRIe323_wLb1sGbtdrw,Reinh Van Hauen,4.1,$,1,0.0,0.0,100.0,0.0
TZZrQCVc8tiAx-mmp_zTeg,Cafe Break,4.0,$,1,0.0,0.0,100.0,0.0
Lko9XI9dMMzfcO7iwKf53g,Emmerys,3.5,$$,2,-0.013,50.0,0.0,50.0
ozpvxT-svohZubfxQS8zXA,CoffeeQueen,2.9,$$,2,-0.044,50.0,0.0,50.0
gZ6UEWVD85lPUetkOOKGpA,Sebastopol,3.0,$$,7,-0.07,42.9,0.0,57.1
3ijMLE1Y9FIfTcaJplLwMw,Café Phenix,2.5,$$,1,-0.077,0.0,0.0,100.0
9DlVFt_kHlnb3t1_6WvZIQ,Les Deux Amours,3.0,$$,3,-0.116,33.3,0.0,66.7
LoAdCCrtKAwHwxCVrbMG7g,Musik Conditoriet,3.3,$$,1,-0.123,0.0,0.0,100.0
DMhWhvZn5SyDtWrU39amVg,Flisen Bar and Burgers,2.9,$,1,-0.226,0.0,0.0,100.0
YO9w7kNSYdtuQawX7t_l_w,Kirstens Konditori,4.7,$$,1,-0.294,0.0,0.0,100.0
ccuDhSdGU3hfP5p3DMCHAw,Silver Streak Coffee Club,3.0,$,1,-0.294,0.0,0.0,100.0
lGHFpfYQVoLwDnRaeBYeew,Cafe Vivaldi,2.1,$,2,-0.332,0.0,0.0,100.0
cl7MtuP3dxdyTPVoAwgXOg,Café A,1.9,$,1,-0.628,0.0,0.0,100.0
